model	constr	group	gap	island	effect
model_1_1	eval_intro_topic	199	-1	1	1.015625
model_1_1	eval_intro_topic	199	1	-1	-2.125
model_1_1	eval_intro_topic	199	1	1	-0.0625
model_1_1	eval_intro_topic	200	-1	-1	0.30078125
model_1_1	eval_intro_topic	200	-1	1	1.015625
model_1_1	eval_intro_topic	200	1	-1	-1.4375
model_1_1	eval_intro_topic	200	1	1	-0.0625
model_1_1	eval_intro_topic	201	-1	-1	0.234375
model_1_1	eval_intro_topic	201	-1	1	0.765625
model_1_1	eval_intro_topic	201	1	-1	-0.8125
model_1_1	eval_intro_topic	201	1	1	0.125
model_1_1	eval_intro_topic	202	-1	-1	0.234375
model_1_1	eval_intro_topic	202	-1	1	0.765625
model_1_1	eval_intro_topic	202	1	-1	-2.125
model_1_1	eval_intro_topic	202	1	1	-0.0625
model_1_1	eval_intro_topic	203	-1	-1	0.234375
model_1_1	eval_intro_topic	203	-1	1	0.765625
model_1_1	eval_intro_topic	203	1	-1	-1.4375
model_1_1	eval_intro_topic	203	1	1	-0.0625
model_1_1	eval_intro_topic	204	-1	-1	-0.28125
model_1_1	eval_intro_topic	204	-1	1	0.46875
model_1_1	eval_intro_topic	204	1	-1	-0.8125
model_1_1	eval_intro_topic	204	1	1	0.125
model_1_1	eval_intro_topic	205	-1	-1	-0.28125
model_1_1	eval_intro_topic	205	-1	1	0.46875
model_1_1	eval_intro_topic	205	1	-1	-2.125
model_1_1	eval_intro_topic	205	1	1	-0.0625
model_1_1	eval_intro_topic	206	-1	-1	-0.28125
model_1_1	eval_intro_topic	206	-1	1	0.46875
model_1_1	eval_intro_topic	206	1	-1	-1.4375
model_1_1	eval_intro_topic	206	1	1	-0.0625
model_1_1	eval_intro_topic	207	-1	-1	0.3671875
model_1_1	eval_intro_topic	207	-1	1	0.75
model_1_1	eval_intro_topic	207	1	-1	-0.625
model_1_1	eval_intro_topic	207	1	1	0.1875
model_1_1	eval_intro_topic	208	-1	-1	0.3671875
model_1_1	eval_intro_topic	208	-1	1	0.75
model_1_1	eval_intro_topic	208	1	-1	-1.5
model_1_1	eval_intro_topic	208	1	1	-0.125
model_1_1	eval_intro_topic	209	-1	-1	0.3671875
model_1_1	eval_intro_topic	209	-1	1	0.75
model_1_1	eval_intro_topic	209	1	-1	-1.0625
model_1_1	eval_intro_topic	209	1	1	0.0
model_1_1	eval_intro_topic	210	-1	-1	-0.390625
model_1_1	eval_intro_topic	210	-1	1	0.375
model_1_1	eval_intro_topic	210	1	-1	-0.625
model_1_1	eval_intro_topic	210	1	1	0.1875
model_1_1	eval_intro_topic	211	-1	-1	-0.390625
model_1_1	eval_intro_topic	211	-1	1	0.375
model_1_1	eval_intro_topic	211	1	-1	-1.5
model_1_1	eval_intro_topic	211	1	1	-0.125
model_1_1	eval_intro_topic	212	-1	-1	-0.390625
model_1_1	eval_intro_topic	212	-1	1	0.375
model_1_1	eval_intro_topic	212	1	-1	-1.0625
model_1_1	eval_intro_topic	212	1	1	0.0
model_1_1	eval_intro_topic	213	-1	-1	-0.25
model_1_1	eval_intro_topic	213	-1	1	0.4375
model_1_1	eval_intro_topic	213	1	-1	-0.625
model_1_1	eval_intro_topic	213	1	1	0.1875
model_1_1	eval_intro_topic	214	-1	-1	-0.25
model_1_1	eval_intro_topic	214	-1	1	0.4375
model_1_1	eval_intro_topic	214	1	-1	-1.5
model_1_1	eval_intro_topic	214	1	1	-0.125
model_1_1	eval_intro_topic	215	-1	-1	-0.25
model_1_1	eval_intro_topic	215	-1	1	0.4375
model_1_1	eval_intro_topic	215	1	-1	-1.0625
model_1_1	eval_intro_topic	215	1	1	0.0
model_1_1	eval_intro_topic	216	-1	-1	0.76171875
model_1_1	eval_intro_topic	216	-1	1	0.65625
model_1_1	eval_intro_topic	216	1	-1	-1.25
model_1_1	eval_intro_topic	216	1	1	0.125
model_1_1	eval_intro_topic	217	-1	-1	0.76171875
model_1_1	eval_intro_topic	217	-1	1	0.65625
model_1_1	eval_intro_topic	217	1	-1	-2.9375
model_1_1	eval_intro_topic	217	1	1	-0.125
model_1_1	eval_intro_topic	218	-1	-1	0.76171875
model_1_1	eval_intro_topic	218	-1	1	0.65625
model_1_1	eval_intro_topic	218	1	-1	-2.5
model_1_1	eval_intro_topic	218	1	1	0.0
model_1_1	eval_intro_topic	219	-1	-1	0.015625
model_1_1	eval_intro_topic	219	-1	1	0.46875
model_1_1	eval_intro_topic	219	1	-1	-1.25
model_1_1	eval_intro_topic	219	1	1	0.125
model_1_1	eval_intro_topic	220	-1	-1	0.015625
model_1_1	eval_intro_topic	220	-1	1	0.46875
model_1_1	eval_intro_topic	220	1	-1	-2.9375
model_1_1	eval_intro_topic	220	1	1	-0.125
model_1_1	eval_intro_topic	221	-1	-1	0.015625
model_1_1	eval_intro_topic	221	-1	1	0.46875
model_1_1	eval_intro_topic	221	1	-1	-2.5
model_1_1	eval_intro_topic	221	1	1	0.0
model_1_1	eval_intro_topic	222	-1	-1	0.25
model_1_1	eval_intro_topic	222	-1	1	0.59375
model_1_1	eval_intro_topic	222	1	-1	-1.25
model_1_1	eval_intro_topic	222	1	1	0.125
model_1_1	eval_intro_topic	223	-1	-1	0.25
model_1_1	eval_intro_topic	223	-1	1	0.59375
model_1_1	eval_intro_topic	223	1	-1	-2.9375
model_1_1	eval_intro_topic	223	1	1	-0.125
model_1_1	eval_intro_topic	224	-1	-1	0.25
model_1_1	eval_intro_topic	224	-1	1	0.59375
model_1_1	eval_intro_topic	224	1	-1	-2.5
model_1_1	eval_intro_topic	224	1	1	0.0
model_1_1	eval_intro_topic	225	-1	-1	0.20703125
model_1_1	eval_intro_topic	225	-1	1	0.9296875
model_1_1	eval_intro_topic	225	1	-1	-0.875
model_1_1	eval_intro_topic	225	1	1	0.125
model_1_1	eval_intro_topic	226	-1	-1	0.20703125
model_1_1	eval_intro_topic	226	-1	1	0.9296875
model_1_1	eval_intro_topic	226	1	-1	-2.125
model_1_1	eval_intro_topic	226	1	1	-0.0625
model_1_1	eval_intro_topic	227	-1	-1	0.20703125
model_1_1	eval_intro_topic	227	-1	1	0.9296875
model_1_1	eval_intro_topic	227	1	-1	-1.5
model_1_1	eval_intro_topic	227	1	1	0.0
model_1_1	eval_intro_topic	228	-1	-1	0.078125
model_1_1	eval_intro_topic	228	-1	1	0.359375
model_1_1	eval_intro_topic	228	1	-1	-0.875
model_1_1	eval_intro_topic	228	1	1	0.125
model_1_1	eval_intro_topic	229	-1	-1	0.078125
model_1_1	eval_intro_topic	229	-1	1	0.359375
model_1_1	eval_intro_topic	229	1	-1	-2.125
model_1_1	eval_intro_topic	229	1	1	-0.0625
model_1_1	eval_intro_topic	230	-1	-1	0.078125
model_1_1	eval_intro_topic	230	-1	1	0.359375
model_1_1	eval_intro_topic	230	1	-1	-1.5
model_1_1	eval_intro_topic	230	1	1	0.0
model_1_1	eval_intro_topic	231	-1	-1	-0.75
model_1_1	eval_intro_topic	231	-1	1	0.4375
model_1_1	eval_intro_topic	231	1	-1	-0.875
model_1_1	eval_intro_topic	231	1	1	0.125
model_1_1	eval_intro_topic	232	-1	-1	-0.75
model_1_1	eval_intro_topic	232	-1	1	0.4375
model_1_1	eval_intro_topic	232	1	-1	-2.125
model_1_1	eval_intro_topic	232	1	1	-0.0625
model_1_1	eval_intro_topic	233	-1	-1	-0.75
model_1_1	eval_intro_topic	233	-1	1	0.4375
model_1_1	eval_intro_topic	233	1	-1	-1.5
model_1_1	eval_intro_topic	233	1	1	0.0
model_1_1	eval_intro_topic	234	-1	-1	0.2109375
model_1_1	eval_intro_topic	234	-1	1	0.765625
model_1_1	eval_intro_topic	234	1	-1	-0.5
model_1_1	eval_intro_topic	234	1	1	0.1875
model_1_1	eval_intro_topic	235	-1	-1	0.2109375
model_1_1	eval_intro_topic	235	-1	1	0.765625
model_1_1	eval_intro_topic	235	1	-1	-1.5
model_1_1	eval_intro_topic	235	1	1	-0.125
model_1_1	eval_intro_topic	236	-1	-1	0.2109375
model_1_1	eval_intro_topic	236	-1	1	0.765625
model_1_1	eval_intro_topic	236	1	-1	-1.0
model_1_1	eval_intro_topic	236	1	1	0.0
model_1_1	eval_intro_topic	237	-1	-1	-0.15625
model_1_1	eval_intro_topic	237	-1	1	0.390625
model_1_1	eval_intro_topic	237	1	-1	-0.5
model_1_1	eval_intro_topic	237	1	1	0.1875
model_1_1	eval_intro_topic	238	-1	-1	-0.15625
model_1_1	eval_intro_topic	238	-1	1	0.390625
model_1_1	eval_intro_topic	238	1	-1	-1.5
model_1_1	eval_intro_topic	238	1	1	-0.125
model_1_1	eval_intro_topic	239	-1	-1	-0.15625
model_1_1	eval_intro_topic	239	-1	1	0.390625
model_1_1	eval_intro_topic	239	1	-1	-1.0
model_1_1	eval_intro_topic	239	1	1	0.0
model_1_1	eval_intro_topic	240	-1	-1	-0.53125
model_1_1	eval_intro_topic	240	-1	1	0.625
model_1_1	eval_intro_topic	240	1	-1	-0.5
model_1_1	eval_intro_topic	240	1	1	0.1875
model_1_1	eval_intro_topic	241	-1	-1	-0.53125
model_1_1	eval_intro_topic	241	-1	1	0.625
model_1_1	eval_intro_topic	241	1	-1	-1.5
model_1_1	eval_intro_topic	241	1	1	-0.125
model_1_1	eval_intro_topic	242	-1	-1	-0.53125
model_1_1	eval_intro_topic	242	-1	1	0.625
model_1_1	eval_intro_topic	242	1	-1	-1.0
model_1_1	eval_intro_topic	242	1	1	0.0
model_1_1	eval_intro_topic	243	-1	-1	0.7734375
model_1_1	eval_intro_topic	243	-1	1	0.65625
model_1_1	eval_intro_topic	243	1	-1	-1.3125
model_1_1	eval_intro_topic	243	1	1	0.125
model_1_1	eval_intro_topic	244	-1	-1	0.7734375
model_1_1	eval_intro_topic	244	-1	1	0.65625
model_1_1	eval_intro_topic	244	1	-1	-2.9375
model_1_1	eval_intro_topic	244	1	1	-0.125
model_1_1	eval_intro_topic	245	-1	-1	0.7734375
model_1_1	eval_intro_topic	245	-1	1	0.65625
model_1_1	eval_intro_topic	245	1	-1	-2.4375
model_1_1	eval_intro_topic	245	1	1	0.0
model_1_1	eval_intro_topic	246	-1	-1	0.15625
model_1_1	eval_intro_topic	246	-1	1	0.34375
model_1_1	eval_intro_topic	246	1	-1	-1.3125
model_1_1	eval_intro_topic	246	1	1	0.125
model_1_1	eval_intro_topic	247	-1	-1	0.15625
model_1_1	eval_intro_topic	247	-1	1	0.34375
model_1_1	eval_intro_topic	247	1	-1	-2.9375
model_1_1	eval_intro_topic	247	1	1	-0.125
model_1_1	eval_intro_topic	248	-1	-1	0.15625
model_1_1	eval_intro_topic	248	-1	1	0.34375
model_1_1	eval_intro_topic	248	1	-1	-2.4375
model_1_1	eval_intro_topic	248	1	1	0.0
model_1_1	eval_intro_topic	249	-1	-1	0.15625
model_1_1	eval_intro_topic	249	-1	1	0.53125
model_1_1	eval_intro_topic	249	1	-1	-1.3125
model_1_1	eval_intro_topic	249	1	1	0.125
model_1_1	eval_intro_topic	250	-1	-1	0.15625
model_1_1	eval_intro_topic	250	-1	1	0.53125
model_1_1	eval_intro_topic	250	1	-1	-2.9375
model_1_1	eval_intro_topic	250	1	1	-0.125
model_1_1	eval_intro_topic	251	-1	-1	0.15625
model_1_1	eval_intro_topic	251	-1	1	0.53125
model_1_1	eval_intro_topic	251	1	-1	-2.4375
model_1_1	eval_intro_topic	251	1	1	0.0
model_1_1	eval_intro_topic	252	-1	-1	0.2421875
model_1_1	eval_intro_topic	252	-1	1	0.9609375
model_1_1	eval_intro_topic	252	1	-1	-0.9375
model_1_1	eval_intro_topic	252	1	1	0.1875
model_1_1	eval_intro_topic	253	-1	-1	0.2421875
model_1_1	eval_intro_topic	253	-1	1	0.9609375
model_1_1	eval_intro_topic	253	1	-1	-2.375
model_1_1	eval_intro_topic	253	1	1	-0.0625
model_1_1	eval_intro_topic	254	-1	-1	0.2421875
model_1_1	eval_intro_topic	254	-1	1	0.9609375
model_1_1	eval_intro_topic	254	1	-1	-1.625
model_1_1	eval_intro_topic	254	1	1	-0.0625
model_1_1	eval_intro_topic	255	-1	-1	0.3125
model_1_1	eval_intro_topic	255	-1	1	0.640625
model_1_1	eval_intro_topic	255	1	-1	-0.9375
model_1_1	eval_intro_topic	255	1	1	0.1875
model_1_1	eval_intro_topic	256	-1	-1	0.3125
model_1_1	eval_intro_topic	256	-1	1	0.640625
model_1_1	eval_intro_topic	256	1	-1	-2.375
model_1_1	eval_intro_topic	256	1	1	-0.0625
model_1_1	eval_intro_topic	257	-1	-1	0.3125
model_1_1	eval_intro_topic	257	-1	1	0.640625
model_1_1	eval_intro_topic	257	1	-1	-1.625
model_1_1	eval_intro_topic	257	1	1	-0.0625
model_1_1	eval_intro_topic	258	-1	-1	-0.78125
model_1_1	eval_intro_topic	258	-1	1	0.65625
model_1_1	eval_intro_topic	258	1	-1	-0.9375
model_1_1	eval_intro_topic	258	1	1	0.1875
model_1_1	eval_intro_topic	259	-1	-1	-0.78125
model_1_1	eval_intro_topic	259	-1	1	0.65625
model_1_1	eval_intro_topic	259	1	-1	-2.375
model_1_1	eval_intro_topic	259	1	1	-0.0625
model_1_1	eval_intro_topic	260	-1	-1	-0.78125
model_1_1	eval_intro_topic	260	-1	1	0.65625
model_1_1	eval_intro_topic	260	1	-1	-1.625
model_1_1	eval_intro_topic	260	1	1	-0.0625
model_1_1	eval_intro_topic	261	-1	-1	0.4375
model_1_1	eval_intro_topic	261	-1	1	0.71875
model_1_1	eval_intro_topic	261	1	-1	-0.5625
model_1_1	eval_intro_topic	261	1	1	0.1875
model_1_1	eval_intro_topic	262	-1	-1	0.4375
model_1_1	eval_intro_topic	262	-1	1	0.71875
model_1_1	eval_intro_topic	262	1	-1	-1.5625
model_1_1	eval_intro_topic	262	1	1	-0.1875
model_1_1	eval_intro_topic	263	-1	-1	0.4375
model_1_1	eval_intro_topic	263	-1	1	0.71875
model_1_1	eval_intro_topic	263	1	-1	-1.0625
model_1_1	eval_intro_topic	263	1	1	0.0
model_1_1	eval_intro_topic	264	-1	-1	-0.265625
model_1_1	eval_intro_topic	264	-1	1	0.28125
model_1_1	eval_intro_topic	264	1	-1	-0.5625
model_1_1	eval_intro_topic	264	1	1	0.1875
model_1_1	eval_intro_topic	265	-1	-1	-0.265625
model_1_1	eval_intro_topic	265	-1	1	0.28125
model_1_1	eval_intro_topic	265	1	-1	-1.5625
model_1_1	eval_intro_topic	265	1	1	-0.1875
model_1_1	eval_intro_topic	266	-1	-1	-0.265625
model_1_1	eval_intro_topic	266	-1	1	0.28125
model_1_1	eval_intro_topic	266	1	-1	-1.0625
model_1_1	eval_intro_topic	266	1	1	0.0
model_1_1	eval_intro_topic	267	-1	-1	-0.4375
model_1_1	eval_intro_topic	267	-1	1	0.65625
model_1_1	eval_intro_topic	267	1	-1	-0.5625
model_1_1	eval_intro_topic	267	1	1	0.1875
model_1_1	eval_intro_topic	268	-1	-1	-0.4375
model_1_1	eval_intro_topic	268	-1	1	0.65625
model_1_1	eval_intro_topic	268	1	-1	-1.5625
model_1_1	eval_intro_topic	268	1	1	-0.1875
model_1_1	eval_intro_topic	269	-1	-1	-0.4375
model_1_1	eval_intro_topic	269	-1	1	0.65625
model_1_1	eval_intro_topic	269	1	-1	-1.0625
model_1_1	eval_intro_topic	269	1	1	0.0
model_1_1	eval_intro_topic	270	-1	-1	0.8125
model_1_1	eval_intro_topic	270	-1	1	0.6171875
model_1_1	eval_intro_topic	270	1	-1	-1.25
model_1_1	eval_intro_topic	270	1	1	0.0625
model_1_1	eval_intro_topic	271	-1	-1	0.8125
model_1_1	eval_intro_topic	271	-1	1	0.6171875
model_1_1	eval_intro_topic	271	1	-1	-3.0
model_1_1	eval_intro_topic	271	1	1	-0.1875
model_1_1	eval_intro_topic	272	-1	-1	0.8125
model_1_1	eval_intro_topic	272	-1	1	0.6171875
model_1_1	eval_intro_topic	272	1	-1	-2.4375
model_1_1	eval_intro_topic	272	1	1	-0.0625
model_1_1	eval_intro_topic	273	-1	-1	0.3125
model_1_1	eval_intro_topic	273	-1	1	0.375
model_1_1	eval_intro_topic	273	1	-1	-1.25
model_1_1	eval_intro_topic	273	1	1	0.0625
model_1_1	eval_intro_topic	274	-1	-1	0.3125
model_1_1	eval_intro_topic	274	-1	1	0.375
model_1_1	eval_intro_topic	274	1	-1	-3.0
model_1_1	eval_intro_topic	274	1	1	-0.1875
model_1_1	eval_intro_topic	275	-1	-1	0.3125
model_1_1	eval_intro_topic	275	-1	1	0.375
model_1_1	eval_intro_topic	275	1	-1	-2.4375
model_1_1	eval_intro_topic	275	1	1	-0.0625
model_1_1	eval_intro_topic	276	-1	-1	0.0
model_1_1	eval_intro_topic	276	-1	1	0.3125
model_1_1	eval_intro_topic	276	1	-1	-1.25
model_1_1	eval_intro_topic	276	1	1	0.0625
model_1_1	eval_intro_topic	277	-1	-1	0.0
model_1_1	eval_intro_topic	277	-1	1	0.3125
model_1_1	eval_intro_topic	277	1	-1	-3.0
model_1_1	eval_intro_topic	277	1	1	-0.1875
model_1_1	eval_intro_topic	278	-1	-1	0.0
model_1_1	eval_intro_topic	278	-1	1	0.3125
model_1_1	eval_intro_topic	278	1	-1	-2.4375
model_1_1	eval_intro_topic	278	1	1	-0.0625
model_1_1	eval_intro_topic	279	-1	-1	0.14453125
model_1_1	eval_intro_topic	279	-1	1	0.8984375
model_1_1	eval_intro_topic	279	1	-1	-0.75
model_1_1	eval_intro_topic	279	1	1	0.0
model_1_1	eval_intro_topic	280	-1	-1	0.14453125
model_1_1	eval_intro_topic	280	-1	1	0.8984375
model_1_1	eval_intro_topic	280	1	-1	-2.125
model_1_1	eval_intro_topic	280	1	1	-0.125
model_1_1	eval_intro_topic	281	-1	-1	0.14453125
model_1_1	eval_intro_topic	281	-1	1	0.8984375
model_1_1	eval_intro_topic	281	1	-1	-1.375
model_1_1	eval_intro_topic	281	1	1	-0.125
model_1_1	eval_intro_topic	282	-1	-1	0.015625
model_1_1	eval_intro_topic	282	-1	1	0.265625
model_1_1	eval_intro_topic	282	1	-1	-0.75
model_1_1	eval_intro_topic	282	1	1	0.0
model_1_1	eval_intro_topic	283	-1	-1	0.015625
model_1_1	eval_intro_topic	283	-1	1	0.265625
model_1_1	eval_intro_topic	283	1	-1	-2.125
model_1_1	eval_intro_topic	283	1	1	-0.125
model_1_1	eval_intro_topic	284	-1	-1	0.015625
model_1_1	eval_intro_topic	284	-1	1	0.265625
model_1_1	eval_intro_topic	284	1	-1	-1.375
model_1_1	eval_intro_topic	284	1	1	-0.125
model_1_1	eval_intro_topic	285	-1	-1	-0.625
model_1_1	eval_intro_topic	285	-1	1	0.34375
model_1_1	eval_intro_topic	285	1	-1	-0.75
model_1_1	eval_intro_topic	285	1	1	0.0
model_1_1	eval_intro_topic	286	-1	-1	-0.625
model_1_1	eval_intro_topic	286	-1	1	0.34375
model_1_1	eval_intro_topic	286	1	-1	-2.125
model_1_1	eval_intro_topic	286	1	1	-0.125
model_1_1	eval_intro_topic	287	-1	-1	-0.625
model_1_1	eval_intro_topic	287	-1	1	0.34375
model_1_1	eval_intro_topic	287	1	-1	-1.375
model_1_1	eval_intro_topic	287	1	1	-0.125
model_1_1	eval_intro_topic	288	-1	-1	-0.16015625
model_1_1	eval_intro_topic	288	-1	1	0.640625
model_1_1	eval_intro_topic	288	1	-1	-0.625
model_1_1	eval_intro_topic	288	1	1	0.125
model_1_1	eval_intro_topic	289	-1	-1	-0.16015625
model_1_1	eval_intro_topic	289	-1	1	0.640625
model_1_1	eval_intro_topic	289	1	-1	-1.625
model_1_1	eval_intro_topic	289	1	1	-0.125
model_1_1	eval_intro_topic	290	-1	-1	-0.16015625
model_1_1	eval_intro_topic	290	-1	1	0.640625
model_1_1	eval_intro_topic	290	1	-1	-1.0
model_1_1	eval_intro_topic	290	1	1	-0.0625
model_1_1	eval_intro_topic	291	-1	-1	-0.28125
model_1_1	eval_intro_topic	291	-1	1	0.390625
model_1_1	eval_intro_topic	291	1	-1	-0.625
model_1_1	eval_intro_topic	291	1	1	0.125
model_1_1	eval_intro_topic	292	-1	-1	-0.28125
model_1_1	eval_intro_topic	292	-1	1	0.390625
model_1_1	eval_intro_topic	292	1	-1	-1.625
model_1_1	eval_intro_topic	292	1	1	-0.125
model_1_1	eval_intro_topic	293	-1	-1	-0.28125
model_1_1	eval_intro_topic	293	-1	1	0.390625
model_1_1	eval_intro_topic	293	1	-1	-1.0
model_1_1	eval_intro_topic	293	1	1	-0.0625
model_1_1	eval_intro_topic	294	-1	-1	-0.71875
model_1_1	eval_intro_topic	294	-1	1	0.3125
model_1_1	eval_intro_topic	294	1	-1	-0.625
model_1_1	eval_intro_topic	294	1	1	0.125
model_1_1	eval_intro_topic	295	-1	-1	-0.71875
model_1_1	eval_intro_topic	295	-1	1	0.3125
model_1_1	eval_intro_topic	295	1	-1	-1.625
model_1_1	eval_intro_topic	295	1	1	-0.125
model_1_1	eval_intro_topic	296	-1	-1	-0.71875
model_1_1	eval_intro_topic	296	-1	1	0.3125
model_1_1	eval_intro_topic	296	1	-1	-1.0
model_1_1	eval_intro_topic	296	1	1	-0.0625
model_1_1	eval_intro_topic	297	-1	-1	0.78125
model_1_1	eval_intro_topic	297	-1	1	0.5625
model_1_1	eval_intro_topic	297	1	-1	-1.375
model_1_1	eval_intro_topic	297	1	1	0.125
model_1_1	eval_intro_topic	298	-1	-1	0.78125
model_1_1	eval_intro_topic	298	-1	1	0.5625
model_1_1	eval_intro_topic	298	1	-1	-3.0625
model_1_1	eval_intro_topic	298	1	1	-0.125
model_1_1	eval_intro_topic	299	-1	-1	0.78125
model_1_1	eval_intro_topic	299	-1	1	0.5625
model_1_1	eval_intro_topic	299	1	-1	-2.4375
model_1_1	eval_intro_topic	299	1	1	0.0625
model_1_1	eval_intro_topic	300	-1	-1	0.28125
model_1_1	eval_intro_topic	300	-1	1	0.375
model_1_1	eval_intro_topic	300	1	-1	-1.375
model_1_1	eval_intro_topic	300	1	1	0.125
model_1_1	eval_intro_topic	301	-1	-1	0.28125
model_1_1	eval_intro_topic	301	-1	1	0.375
model_1_1	eval_intro_topic	301	1	-1	-3.0625
model_1_1	eval_intro_topic	301	1	1	-0.125
model_1_1	eval_intro_topic	302	-1	-1	0.28125
model_1_1	eval_intro_topic	302	-1	1	0.375
model_1_1	eval_intro_topic	302	1	-1	-2.4375
model_1_1	eval_intro_topic	302	1	1	0.0625
model_1_1	eval_intro_topic	303	-1	-1	0.03125
model_1_1	eval_intro_topic	303	-1	1	0.4375
model_1_1	eval_intro_topic	303	1	-1	-1.375
model_1_1	eval_intro_topic	303	1	1	0.125
model_1_1	eval_intro_topic	304	-1	-1	0.03125
model_1_1	eval_intro_topic	304	-1	1	0.4375
model_1_1	eval_intro_topic	304	1	-1	-3.0625
model_1_1	eval_intro_topic	304	1	1	-0.125
model_1_1	eval_intro_topic	305	-1	-1	0.03125
model_1_1	eval_intro_topic	305	-1	1	0.4375
model_1_1	eval_intro_topic	305	1	-1	-2.4375
model_1_1	eval_intro_topic	305	1	1	0.0625
model_1_1	eval_intro_topic	306	-1	-1	0.0234375
model_1_1	eval_intro_topic	306	-1	1	0.8125
model_1_1	eval_intro_topic	306	1	-1	-0.9375
model_1_1	eval_intro_topic	306	1	1	0.125
model_1_1	eval_intro_topic	307	-1	-1	0.0234375
model_1_1	eval_intro_topic	307	-1	1	0.8125
model_1_1	eval_intro_topic	307	1	-1	-2.4375
model_1_1	eval_intro_topic	307	1	1	-0.0625
model_1_1	eval_intro_topic	308	-1	-1	0.0234375
model_1_1	eval_intro_topic	308	-1	1	0.8125
model_1_1	eval_intro_topic	308	1	-1	-1.625
model_1_1	eval_intro_topic	308	1	1	-0.0625
model_1_1	eval_intro_topic	309	-1	-1	0.28125
model_1_1	eval_intro_topic	309	-1	1	0.421875
model_1_1	eval_intro_topic	309	1	-1	-0.9375
model_1_1	eval_intro_topic	309	1	1	0.125
model_1_1	eval_intro_topic	310	-1	-1	0.28125
model_1_1	eval_intro_topic	310	-1	1	0.421875
model_1_1	eval_intro_topic	310	1	-1	-2.4375
model_1_1	eval_intro_topic	310	1	1	-0.0625
model_1_1	eval_intro_topic	311	-1	-1	0.28125
model_1_1	eval_intro_topic	311	-1	1	0.421875
model_1_1	eval_intro_topic	311	1	-1	-1.625
model_1_1	eval_intro_topic	311	1	1	-0.0625
model_1_1	eval_intro_topic	312	-1	-1	-0.875
model_1_1	eval_intro_topic	312	-1	1	0.5625
model_1_1	eval_intro_topic	312	1	-1	-0.9375
model_1_1	eval_intro_topic	312	1	1	0.125
model_1_1	eval_intro_topic	313	-1	-1	-0.875
model_1_1	eval_intro_topic	313	-1	1	0.5625
model_1_1	eval_intro_topic	313	1	-1	-2.4375
model_1_1	eval_intro_topic	313	1	1	-0.0625
model_1_1	eval_intro_topic	314	-1	-1	-0.875
model_1_1	eval_intro_topic	314	-1	1	0.5625
model_1_1	eval_intro_topic	314	1	-1	-1.625
model_1_1	eval_intro_topic	314	1	1	-0.0625
model_1_1	eval_intro_topic	315	-1	-1	0.12890625
model_1_1	eval_intro_topic	315	-1	1	0.65625
model_1_1	eval_intro_topic	315	1	-1	-0.6875
model_1_1	eval_intro_topic	315	1	1	0.125
model_1_1	eval_intro_topic	316	-1	-1	0.12890625
model_1_1	eval_intro_topic	316	-1	1	0.65625
model_1_1	eval_intro_topic	316	1	-1	-1.6875
model_1_1	eval_intro_topic	316	1	1	-0.1875
model_1_1	eval_intro_topic	317	-1	-1	0.12890625
model_1_1	eval_intro_topic	317	-1	1	0.65625
model_1_1	eval_intro_topic	317	1	-1	-1.0625
model_1_1	eval_intro_topic	317	1	1	-0.0625
model_1_1	eval_intro_topic	318	-1	-1	-0.4375
model_1_1	eval_intro_topic	318	-1	1	0.28125
model_1_1	eval_intro_topic	318	1	-1	-0.6875
model_1_1	eval_intro_topic	318	1	1	0.125
model_1_1	eval_intro_topic	319	-1	-1	-0.4375
model_1_1	eval_intro_topic	319	-1	1	0.28125
model_1_1	eval_intro_topic	319	1	-1	-1.6875
model_1_1	eval_intro_topic	319	1	1	-0.1875
model_1_1	eval_intro_topic	320	-1	-1	-0.4375
model_1_1	eval_intro_topic	320	-1	1	0.28125
model_1_1	eval_intro_topic	320	1	-1	-1.0625
model_1_1	eval_intro_topic	320	1	1	-0.0625
model_1_1	eval_intro_topic	321	-1	-1	-0.4375
model_1_1	eval_intro_topic	321	-1	1	0.34375
model_1_1	eval_intro_topic	321	1	-1	-0.6875
model_1_1	eval_intro_topic	321	1	1	0.125
model_1_1	eval_intro_topic	322	-1	-1	-0.4375
model_1_1	eval_intro_topic	322	-1	1	0.34375
model_1_1	eval_intro_topic	322	1	-1	-1.6875
model_1_1	eval_intro_topic	322	1	1	-0.1875
model_1_1	eval_intro_topic	323	-1	-1	-0.4375
model_1_1	eval_intro_topic	323	-1	1	0.34375
model_1_1	eval_intro_topic	323	1	-1	-1.0625
model_1_1	eval_intro_topic	323	1	1	-0.0625
model_1_1	eval_intro_topic	324	-1	-1	0.1015625
model_1_1	eval_intro_topic	324	-1	1	0.1484375
model_1_1	eval_intro_topic	324	1	-1	-0.3125
model_1_1	eval_intro_topic	324	1	1	0.125
model_1_1	eval_intro_topic	325	-1	-1	0.1015625
model_1_1	eval_intro_topic	325	-1	1	0.1484375
model_1_1	eval_intro_topic	325	1	-1	-0.6875
model_1_1	eval_intro_topic	325	1	1	0.0
model_1_1	eval_intro_topic	326	-1	-1	0.1015625
model_1_1	eval_intro_topic	326	-1	1	0.1484375
model_1_1	eval_intro_topic	326	1	-1	-0.5625
model_1_1	eval_intro_topic	326	1	1	0.0
model_1_1	eval_intro_topic	327	-1	-1	0.09375
model_1_1	eval_intro_topic	327	-1	1	0.09375
