model	constr	group	gap	island	effect
model_1_2	eval_cleft	25	1	1	-1.5625
model_1_2	eval_cleft	26	-1	-1	-1.8125
model_1_2	eval_cleft	26	-1	1	-3.71875
model_1_2	eval_cleft	26	1	-1	-2.0
model_1_2	eval_cleft	26	1	1	-3.5625
model_1_2	eval_cleft	27	-1	-1	-1.875
model_1_2	eval_cleft	27	-1	1	-4.40625
model_1_2	eval_cleft	27	1	-1	-5.4375
model_1_2	eval_cleft	27	1	1	-3.375
model_1_2	eval_cleft	28	-1	-1	-1.875
model_1_2	eval_cleft	28	-1	1	-4.40625
model_1_2	eval_cleft	28	1	-1	-4.375
model_1_2	eval_cleft	28	1	1	-0.25
model_1_2	eval_cleft	29	-1	-1	-1.875
model_1_2	eval_cleft	29	-1	1	-4.40625
model_1_2	eval_cleft	29	1	-1	-6.8125
model_1_2	eval_cleft	29	1	1	-2.9375
model_1_2	eval_cleft	30	-1	-1	-4.5625
model_1_2	eval_cleft	30	-1	1	-4.15625
model_1_2	eval_cleft	30	1	-1	-5.4375
model_1_2	eval_cleft	30	1	1	-3.375
model_1_2	eval_cleft	31	-1	-1	-4.5625
model_1_2	eval_cleft	31	-1	1	-4.15625
model_1_2	eval_cleft	31	1	-1	-4.375
model_1_2	eval_cleft	31	1	1	-0.25
model_1_2	eval_cleft	32	-1	-1	-4.5625
model_1_2	eval_cleft	32	-1	1	-4.15625
model_1_2	eval_cleft	32	1	-1	-6.8125
model_1_2	eval_cleft	32	1	1	-2.9375
model_1_2	eval_cleft	33	-1	-1	-4.6875
model_1_2	eval_cleft	33	-1	1	-7.09375
model_1_2	eval_cleft	33	1	-1	-5.4375
model_1_2	eval_cleft	33	1	1	-3.375
model_1_2	eval_cleft	34	-1	-1	-4.6875
model_1_2	eval_cleft	34	-1	1	-7.09375
model_1_2	eval_cleft	34	1	-1	-4.375
model_1_2	eval_cleft	34	1	1	-0.25
model_1_2	eval_cleft	35	-1	-1	-4.6875
model_1_2	eval_cleft	35	-1	1	-7.09375
model_1_2	eval_cleft	35	1	-1	-6.8125
model_1_2	eval_cleft	35	1	1	-2.9375
model_1_2	eval_cleft	36	-1	-1	4.625
model_1_2	eval_cleft	36	-1	1	-4.28125
model_1_2	eval_cleft	36	1	-1	-1.0625
model_1_2	eval_cleft	36	1	1	-2.1875
model_1_2	eval_cleft	37	-1	-1	4.625
model_1_2	eval_cleft	37	-1	1	-4.28125
model_1_2	eval_cleft	37	1	-1	-1.0625
model_1_2	eval_cleft	37	1	1	-1.5
model_1_2	eval_cleft	38	-1	-1	4.625
model_1_2	eval_cleft	38	-1	1	-4.28125
model_1_2	eval_cleft	38	1	-1	-1.0625
model_1_2	eval_cleft	38	1	1	-1.8125
model_1_2	eval_cleft	39	-1	-1	0.9375
model_1_2	eval_cleft	39	-1	1	-2.96875
model_1_2	eval_cleft	39	1	-1	-1.0625
model_1_2	eval_cleft	39	1	1	-2.1875
model_1_2	eval_cleft	40	-1	-1	0.9375
model_1_2	eval_cleft	40	-1	1	-2.96875
model_1_2	eval_cleft	40	1	-1	-1.0625
model_1_2	eval_cleft	40	1	1	-1.5
model_1_2	eval_cleft	41	-1	-1	0.9375
model_1_2	eval_cleft	41	-1	1	-2.96875
model_1_2	eval_cleft	41	1	-1	-1.0625
model_1_2	eval_cleft	41	1	1	-1.8125
model_1_2	eval_cleft	42	-1	-1	1.6875
model_1_2	eval_cleft	42	-1	1	-3.21875
model_1_2	eval_cleft	42	1	-1	-1.0625
model_1_2	eval_cleft	42	1	1	-2.1875
model_1_2	eval_cleft	43	-1	-1	1.6875
model_1_2	eval_cleft	43	-1	1	-3.21875
model_1_2	eval_cleft	43	1	-1	-1.0625
model_1_2	eval_cleft	43	1	1	-1.5
model_1_2	eval_cleft	44	-1	-1	1.6875
model_1_2	eval_cleft	44	-1	1	-3.21875
model_1_2	eval_cleft	44	1	-1	-1.0625
model_1_2	eval_cleft	44	1	1	-1.8125
model_1_2	eval_cleft	45	-1	-1	1.78125
model_1_2	eval_cleft	45	-1	1	-3.5
model_1_2	eval_cleft	45	1	-1	1.1875
model_1_2	eval_cleft	45	1	1	-2.9375
model_1_2	eval_cleft	46	-1	-1	1.78125
model_1_2	eval_cleft	46	-1	1	-3.5
model_1_2	eval_cleft	46	1	-1	1.4375
model_1_2	eval_cleft	46	1	1	-1.0625
model_1_2	eval_cleft	47	-1	-1	1.78125
model_1_2	eval_cleft	47	-1	1	-3.5
model_1_2	eval_cleft	47	1	-1	-0.625
model_1_2	eval_cleft	47	1	1	-3.25
model_1_2	eval_cleft	48	-1	-1	2.875
model_1_2	eval_cleft	48	-1	1	-0.8125
model_1_2	eval_cleft	48	1	-1	1.1875
model_1_2	eval_cleft	48	1	1	-2.9375
model_1_2	eval_cleft	49	-1	-1	2.875
model_1_2	eval_cleft	49	-1	1	-0.8125
model_1_2	eval_cleft	49	1	-1	1.4375
model_1_2	eval_cleft	49	1	1	-1.0625
model_1_2	eval_cleft	50	-1	-1	2.875
model_1_2	eval_cleft	50	-1	1	-0.8125
model_1_2	eval_cleft	50	1	-1	-0.625
model_1_2	eval_cleft	50	1	1	-3.25
model_1_2	eval_cleft	51	-1	-1	-0.625
model_1_2	eval_cleft	51	-1	1	-4.40625
model_1_2	eval_cleft	51	1	-1	1.1875
model_1_2	eval_cleft	51	1	1	-2.9375
model_1_2	eval_cleft	52	-1	-1	-0.625
model_1_2	eval_cleft	52	-1	1	-4.40625
model_1_2	eval_cleft	52	1	-1	1.4375
model_1_2	eval_cleft	52	1	1	-1.0625
model_1_2	eval_cleft	53	-1	-1	-0.625
model_1_2	eval_cleft	53	-1	1	-4.40625
model_1_2	eval_cleft	53	1	-1	-0.625
model_1_2	eval_cleft	53	1	1	-3.25
model_1_2	eval_cleft	54	-1	-1	-4.09375
model_1_2	eval_cleft	54	-1	1	-4.0
model_1_2	eval_cleft	54	1	-1	-7.9375
model_1_2	eval_cleft	54	1	1	-2.75
model_1_2	eval_cleft	55	-1	-1	-4.09375
model_1_2	eval_cleft	55	-1	1	-4.0
model_1_2	eval_cleft	55	1	-1	-6.375
model_1_2	eval_cleft	55	1	1	-1.25
model_1_2	eval_cleft	56	-1	-1	-4.09375
model_1_2	eval_cleft	56	-1	1	-4.0
model_1_2	eval_cleft	56	1	-1	-9.25
model_1_2	eval_cleft	56	1	1	-1.8125
model_1_2	eval_cleft	57	-1	-1	-5.4375
model_1_2	eval_cleft	57	-1	1	-1.4375
model_1_2	eval_cleft	57	1	-1	-7.9375
model_1_2	eval_cleft	57	1	1	-2.75
model_1_2	eval_cleft	58	-1	-1	-5.4375
model_1_2	eval_cleft	58	-1	1	-1.4375
model_1_2	eval_cleft	58	1	-1	-6.375
model_1_2	eval_cleft	58	1	1	-1.25
model_1_2	eval_cleft	59	-1	-1	-5.4375
model_1_2	eval_cleft	59	-1	1	-1.4375
model_1_2	eval_cleft	59	1	-1	-9.25
model_1_2	eval_cleft	59	1	1	-1.8125
model_1_2	eval_cleft	60	-1	-1	-6.125
model_1_2	eval_cleft	60	-1	1	-4.78125
model_1_2	eval_cleft	60	1	-1	-7.9375
model_1_2	eval_cleft	60	1	1	-2.75
model_1_2	eval_cleft	61	-1	-1	-6.125
model_1_2	eval_cleft	61	-1	1	-4.78125
model_1_2	eval_cleft	61	1	-1	-6.375
model_1_2	eval_cleft	61	1	1	-1.25
model_1_2	eval_cleft	62	-1	-1	-6.125
model_1_2	eval_cleft	62	-1	1	-4.78125
model_1_2	eval_cleft	62	1	-1	-9.25
model_1_2	eval_cleft	62	1	1	-1.8125
model_1_2	eval_cleft	63	-1	-1	6.421875
model_1_2	eval_cleft	63	-1	1	-6.21875
model_1_2	eval_cleft	63	1	-1	-0.6875
model_1_2	eval_cleft	63	1	1	-3.25
model_1_2	eval_cleft	64	-1	-1	6.421875
model_1_2	eval_cleft	64	-1	1	-6.21875
model_1_2	eval_cleft	64	1	-1	-0.625
model_1_2	eval_cleft	64	1	1	-3.0625
model_1_2	eval_cleft	65	-1	-1	6.421875
model_1_2	eval_cleft	65	-1	1	-6.21875
model_1_2	eval_cleft	65	1	-1	-0.875
model_1_2	eval_cleft	65	1	1	-4.125
model_1_2	eval_cleft	66	-1	-1	2.5
model_1_2	eval_cleft	66	-1	1	-5.0625
model_1_2	eval_cleft	66	1	-1	-0.6875
model_1_2	eval_cleft	66	1	1	-3.25
model_1_2	eval_cleft	67	-1	-1	2.5
model_1_2	eval_cleft	67	-1	1	-5.0625
model_1_2	eval_cleft	67	1	-1	-0.625
model_1_2	eval_cleft	67	1	1	-3.0625
model_1_2	eval_cleft	68	-1	-1	2.5
model_1_2	eval_cleft	68	-1	1	-5.0625
model_1_2	eval_cleft	68	1	-1	-0.875
model_1_2	eval_cleft	68	1	1	-4.125
model_1_2	eval_cleft	69	-1	-1	-0.375
model_1_2	eval_cleft	69	-1	1	-4.0625
model_1_2	eval_cleft	69	1	-1	-0.6875
model_1_2	eval_cleft	69	1	1	-3.25
model_1_2	eval_cleft	70	-1	-1	-0.375
model_1_2	eval_cleft	70	-1	1	-4.0625
model_1_2	eval_cleft	70	1	-1	-0.625
model_1_2	eval_cleft	70	1	1	-3.0625
model_1_2	eval_cleft	71	-1	-1	-0.375
model_1_2	eval_cleft	71	-1	1	-4.0625
model_1_2	eval_cleft	71	1	-1	-0.875
model_1_2	eval_cleft	71	1	1	-4.125
model_1_2	eval_cleft	72	-1	-1	1.4375
model_1_2	eval_cleft	72	-1	1	-2.25
model_1_2	eval_cleft	72	1	-1	-0.9375
model_1_2	eval_cleft	72	1	1	-2.4375
model_1_2	eval_cleft	73	-1	-1	1.4375
model_1_2	eval_cleft	73	-1	1	-2.25
model_1_2	eval_cleft	73	1	-1	-0.4375
model_1_2	eval_cleft	73	1	1	-1.875
model_1_2	eval_cleft	74	-1	-1	1.4375
model_1_2	eval_cleft	74	-1	1	-2.25
model_1_2	eval_cleft	74	1	-1	-1.9375
model_1_2	eval_cleft	74	1	1	-3.875
model_1_2	eval_cleft	75	-1	-1	1.4375
model_1_2	eval_cleft	75	-1	1	-1.0
model_1_2	eval_cleft	75	1	-1	-0.9375
model_1_2	eval_cleft	75	1	1	-2.4375
model_1_2	eval_cleft	76	-1	-1	1.4375
model_1_2	eval_cleft	76	-1	1	-1.0
model_1_2	eval_cleft	76	1	-1	-0.4375
model_1_2	eval_cleft	76	1	1	-1.875
model_1_2	eval_cleft	77	-1	-1	1.4375
model_1_2	eval_cleft	77	-1	1	-1.0
model_1_2	eval_cleft	77	1	-1	-1.9375
model_1_2	eval_cleft	77	1	1	-3.875
model_1_2	eval_cleft	78	-1	-1	-1.1875
model_1_2	eval_cleft	78	-1	1	-4.15625
model_1_2	eval_cleft	78	1	-1	-0.9375
model_1_2	eval_cleft	78	1	1	-2.4375
model_1_2	eval_cleft	79	-1	-1	-1.1875
model_1_2	eval_cleft	79	-1	1	-4.15625
model_1_2	eval_cleft	79	1	-1	-0.4375
model_1_2	eval_cleft	79	1	1	-1.875
model_1_2	eval_cleft	80	-1	-1	-1.1875
model_1_2	eval_cleft	80	-1	1	-4.15625
model_1_2	eval_cleft	80	1	-1	-1.9375
model_1_2	eval_cleft	80	1	1	-3.875
model_1_2	eval_cleft	81	-1	-1	-2.75
model_1_2	eval_cleft	81	-1	1	-4.25
model_1_2	eval_cleft	81	1	-1	-5.6875
model_1_2	eval_cleft	81	1	1	-3.4375
model_1_2	eval_cleft	82	-1	-1	-2.75
model_1_2	eval_cleft	82	-1	1	-4.25
model_1_2	eval_cleft	82	1	-1	-5.125
model_1_2	eval_cleft	82	1	1	-0.875
model_1_2	eval_cleft	83	-1	-1	-2.75
model_1_2	eval_cleft	83	-1	1	-4.25
model_1_2	eval_cleft	83	1	-1	-7.3125
model_1_2	eval_cleft	83	1	1	-3.25
model_1_2	eval_cleft	84	-1	-1	-4.9375
model_1_2	eval_cleft	84	-1	1	-3.9375
model_1_2	eval_cleft	84	1	-1	-5.6875
model_1_2	eval_cleft	84	1	1	-3.4375
model_1_2	eval_cleft	85	-1	-1	-4.9375
model_1_2	eval_cleft	85	-1	1	-3.9375
model_1_2	eval_cleft	85	1	-1	-5.125
model_1_2	eval_cleft	85	1	1	-0.875
model_1_2	eval_cleft	86	-1	-1	-4.9375
model_1_2	eval_cleft	86	-1	1	-3.9375
model_1_2	eval_cleft	86	1	-1	-7.3125
model_1_2	eval_cleft	86	1	1	-3.25
model_1_2	eval_cleft	87	-1	-1	-5.375
model_1_2	eval_cleft	87	-1	1	-7.15625
model_1_2	eval_cleft	87	1	-1	-5.6875
model_1_2	eval_cleft	87	1	1	-3.4375
model_1_2	eval_cleft	88	-1	-1	-5.375
model_1_2	eval_cleft	88	-1	1	-7.15625
model_1_2	eval_cleft	88	1	-1	-5.125
model_1_2	eval_cleft	88	1	1	-0.875
model_1_2	eval_cleft	89	-1	-1	-5.375
model_1_2	eval_cleft	89	-1	1	-7.15625
model_1_2	eval_cleft	89	1	-1	-7.3125
model_1_2	eval_cleft	89	1	1	-3.25
model_1_2	eval_cleft	90	-1	-1	6.453125
model_1_2	eval_cleft	90	-1	1	-4.09375
model_1_2	eval_cleft	90	1	-1	0.1875
model_1_2	eval_cleft	90	1	1	-2.25
model_1_2	eval_cleft	91	-1	-1	6.453125
model_1_2	eval_cleft	91	-1	1	-4.09375
model_1_2	eval_cleft	91	1	-1	-0.25
model_1_2	eval_cleft	91	1	1	-2.0
model_1_2	eval_cleft	92	-1	-1	6.453125
model_1_2	eval_cleft	92	-1	1	-4.09375
model_1_2	eval_cleft	92	1	-1	-0.1875
model_1_2	eval_cleft	92	1	1	-2.125
model_1_2	eval_cleft	93	-1	-1	2.9375
model_1_2	eval_cleft	93	-1	1	-3.34375
model_1_2	eval_cleft	93	1	-1	0.1875
model_1_2	eval_cleft	93	1	1	-2.25
model_1_2	eval_cleft	94	-1	-1	2.9375
model_1_2	eval_cleft	94	-1	1	-3.34375
model_1_2	eval_cleft	94	1	-1	-0.25
model_1_2	eval_cleft	94	1	1	-2.0
model_1_2	eval_cleft	95	-1	-1	2.9375
model_1_2	eval_cleft	95	-1	1	-3.34375
model_1_2	eval_cleft	95	1	-1	-0.1875
model_1_2	eval_cleft	95	1	1	-2.125
model_1_2	eval_cleft	96	-1	-1	2.25
model_1_2	eval_cleft	96	-1	1	-3.40625
model_1_2	eval_cleft	96	1	-1	0.1875
model_1_2	eval_cleft	96	1	1	-2.25
model_1_2	eval_cleft	97	-1	-1	2.25
model_1_2	eval_cleft	97	-1	1	-3.40625
model_1_2	eval_cleft	97	1	-1	-0.25
model_1_2	eval_cleft	97	1	1	-2.0
model_1_2	eval_cleft	98	-1	-1	2.25
model_1_2	eval_cleft	98	-1	1	-3.40625
model_1_2	eval_cleft	98	1	-1	-0.1875
model_1_2	eval_cleft	98	1	1	-2.125
model_1_2	eval_cleft	99	-1	-1	1.9375
model_1_2	eval_cleft	99	-1	1	-3.03125
model_1_2	eval_cleft	99	1	-1	1.0625
model_1_2	eval_cleft	99	1	1	-3.125
model_1_2	eval_cleft	100	-1	-1	1.9375
model_1_2	eval_cleft	100	-1	1	-3.03125
model_1_2	eval_cleft	100	1	-1	1.1875
model_1_2	eval_cleft	100	1	1	-1.3125
model_1_2	eval_cleft	101	-1	-1	1.9375
model_1_2	eval_cleft	101	-1	1	-3.03125
model_1_2	eval_cleft	101	1	-1	-1.125
model_1_2	eval_cleft	101	1	1	-3.5
model_1_2	eval_cleft	102	-1	-1	2.6875
model_1_2	eval_cleft	102	-1	1	-0.96875
model_1_2	eval_cleft	102	1	-1	1.0625
model_1_2	eval_cleft	102	1	1	-3.125
model_1_2	eval_cleft	103	-1	-1	2.6875
model_1_2	eval_cleft	103	-1	1	-0.96875
model_1_2	eval_cleft	103	1	-1	1.1875
model_1_2	eval_cleft	103	1	1	-1.3125
model_1_2	eval_cleft	104	-1	-1	2.6875
model_1_2	eval_cleft	104	-1	1	-0.96875
model_1_2	eval_cleft	104	1	-1	-1.125
model_1_2	eval_cleft	104	1	1	-3.5
model_1_2	eval_cleft	105	-1	-1	0.0
model_1_2	eval_cleft	105	-1	1	-5.0625
model_1_2	eval_cleft	105	1	-1	1.0625
model_1_2	eval_cleft	105	1	1	-3.125
model_1_2	eval_cleft	106	-1	-1	0.0
model_1_2	eval_cleft	106	-1	1	-5.0625
model_1_2	eval_cleft	106	1	-1	1.1875
model_1_2	eval_cleft	106	1	1	-1.3125
model_1_2	eval_cleft	107	-1	-1	0.0
model_1_2	eval_cleft	107	-1	1	-5.0625
model_1_2	eval_cleft	107	1	-1	-1.125
model_1_2	eval_cleft	107	1	1	-3.5
model_1_2	eval_cleft	108	-1	-1	-11.3125
model_1_2	eval_cleft	108	-1	1	-5.21875
model_1_2	eval_cleft	108	1	-1	-8.375
model_1_2	eval_cleft	108	1	1	-0.5
model_1_2	eval_cleft	109	-1	-1	-11.3125
model_1_2	eval_cleft	109	-1	1	-5.21875
model_1_2	eval_cleft	109	1	-1	-6.625
model_1_2	eval_cleft	109	1	1	-0.25
model_1_2	eval_cleft	110	-1	-1	-11.3125
model_1_2	eval_cleft	110	-1	1	-5.21875
model_1_2	eval_cleft	110	1	-1	-9.625
model_1_2	eval_cleft	110	1	1	-1.3125
model_1_2	eval_cleft	111	-1	-1	-8.375
model_1_2	eval_cleft	111	-1	1	-1.5
model_1_2	eval_cleft	111	1	-1	-8.375
model_1_2	eval_cleft	111	1	1	-0.5
model_1_2	eval_cleft	112	-1	-1	-8.375
model_1_2	eval_cleft	112	-1	1	-1.5
model_1_2	eval_cleft	112	1	-1	-6.625
model_1_2	eval_cleft	112	1	1	-0.25
model_1_2	eval_cleft	113	-1	-1	-8.375
model_1_2	eval_cleft	113	-1	1	-1.5
model_1_2	eval_cleft	113	1	-1	-9.625
model_1_2	eval_cleft	113	1	1	-1.3125
model_1_2	eval_cleft	114	-1	-1	-9.125
model_1_2	eval_cleft	114	-1	1	-4.78125
model_1_2	eval_cleft	114	1	-1	-8.375
model_1_2	eval_cleft	114	1	1	-0.5
model_1_2	eval_cleft	115	-1	-1	-9.125
model_1_2	eval_cleft	115	-1	1	-4.78125
model_1_2	eval_cleft	115	1	-1	-6.625
model_1_2	eval_cleft	115	1	1	-0.25
model_1_2	eval_cleft	116	-1	-1	-9.125
model_1_2	eval_cleft	116	-1	1	-4.78125
model_1_2	eval_cleft	116	1	-1	-9.625
model_1_2	eval_cleft	116	1	1	-1.3125
model_1_2	eval_cleft	117	-1	-1	2.1875
model_1_2	eval_cleft	117	-1	1	-6.46875
model_1_2	eval_cleft	117	1	-1	-1.375
model_1_2	eval_cleft	117	1	1	-0.5625
model_1_2	eval_cleft	118	-1	-1	2.1875
model_1_2	eval_cleft	118	-1	1	-6.46875
model_1_2	eval_cleft	118	1	-1	-1.9375
model_1_2	eval_cleft	118	1	1	-0.625
model_1_2	eval_cleft	119	-1	-1	2.1875
model_1_2	eval_cleft	119	-1	1	-6.46875
model_1_2	eval_cleft	119	1	-1	-3.1875
model_1_2	eval_cleft	119	1	1	-1.5625
model_1_2	eval_cleft	120	-1	-1	-0.4375
model_1_2	eval_cleft	120	-1	1	-1.5625
model_1_2	eval_cleft	120	1	-1	-1.375
model_1_2	eval_cleft	120	1	1	-0.5625
model_1_2	eval_cleft	121	-1	-1	-0.4375
model_1_2	eval_cleft	121	-1	1	-1.5625
model_1_2	eval_cleft	121	1	-1	-1.9375
model_1_2	eval_cleft	121	1	1	-0.625
model_1_2	eval_cleft	122	-1	-1	-0.4375
model_1_2	eval_cleft	122	-1	1	-1.5625
model_1_2	eval_cleft	122	1	-1	-3.1875
model_1_2	eval_cleft	122	1	1	-1.5625
model_1_2	eval_cleft	123	-1	-1	-2.125
model_1_2	eval_cleft	123	-1	1	-3.4375
model_1_2	eval_cleft	123	1	-1	-1.375
model_1_2	eval_cleft	123	1	1	-0.5625
model_1_2	eval_cleft	124	-1	-1	-2.125
model_1_2	eval_cleft	124	-1	1	-3.4375
model_1_2	eval_cleft	124	1	-1	-1.9375
model_1_2	eval_cleft	124	1	1	-0.625
model_1_2	eval_cleft	125	-1	-1	-2.125
model_1_2	eval_cleft	125	-1	1	-3.4375
model_1_2	eval_cleft	125	1	-1	-3.1875
model_1_2	eval_cleft	125	1	1	-1.5625
model_1_2	eval_cleft	126	-1	-1	1.6875
model_1_2	eval_cleft	126	-1	1	-2.25
model_1_2	eval_cleft	126	1	-1	1.375
model_1_2	eval_cleft	126	1	1	-1.125
model_1_2	eval_cleft	127	-1	-1	1.6875
model_1_2	eval_cleft	127	-1	1	-2.25
model_1_2	eval_cleft	127	1	-1	1.9375
model_1_2	eval_cleft	127	1	1	-0.375
model_1_2	eval_cleft	128	-1	-1	1.6875
model_1_2	eval_cleft	128	-1	1	-2.25
model_1_2	eval_cleft	128	1	-1	-1.0625
model_1_2	eval_cleft	128	1	1	-2.5
model_1_2	eval_cleft	129	-1	-1	3.875
model_1_2	eval_cleft	129	-1	1	0.5625
model_1_2	eval_cleft	129	1	-1	1.375
model_1_2	eval_cleft	129	1	1	-1.125
model_1_2	eval_cleft	130	-1	-1	3.875
model_1_2	eval_cleft	130	-1	1	0.5625
model_1_2	eval_cleft	130	1	-1	1.9375
model_1_2	eval_cleft	130	1	1	-0.375
model_1_2	eval_cleft	131	-1	-1	3.875
model_1_2	eval_cleft	131	-1	1	0.5625
model_1_2	eval_cleft	131	1	-1	-1.0625
model_1_2	eval_cleft	131	1	1	-2.5
model_1_2	eval_cleft	132	-1	-1	1.5625
model_1_2	eval_cleft	132	-1	1	-3.875
model_1_2	eval_cleft	132	1	-1	1.375
model_1_2	eval_cleft	132	1	1	-1.125
model_1_2	eval_cleft	133	-1	-1	1.5625
model_1_2	eval_cleft	133	-1	1	-3.875
model_1_2	eval_cleft	133	1	-1	1.9375
model_1_2	eval_cleft	133	1	1	-0.375
model_1_2	eval_cleft	134	-1	-1	1.5625
model_1_2	eval_cleft	134	-1	1	-3.875
model_1_2	eval_cleft	134	1	-1	-1.0625
model_1_2	eval_cleft	134	1	1	-2.5
model_1_2	eval_cleft	135	-1	-1	-6.375
model_1_2	eval_cleft	135	-1	1	-4.5625
model_1_2	eval_cleft	135	1	-1	-5.3125
model_1_2	eval_cleft	135	1	1	-0.75
model_1_2	eval_cleft	136	-1	-1	-6.375
model_1_2	eval_cleft	136	-1	1	-4.5625
model_1_2	eval_cleft	136	1	-1	-4.75
model_1_2	eval_cleft	136	1	1	-0.25
model_1_2	eval_cleft	137	-1	-1	-6.375
model_1_2	eval_cleft	137	-1	1	-4.5625
model_1_2	eval_cleft	137	1	-1	-6.875
model_1_2	eval_cleft	137	1	1	-1.6875
model_1_2	eval_cleft	138	-1	-1	-6.4375
model_1_2	eval_cleft	138	-1	1	-3.25
model_1_2	eval_cleft	138	1	-1	-5.3125
model_1_2	eval_cleft	138	1	1	-0.75
model_1_2	eval_cleft	139	-1	-1	-6.4375
model_1_2	eval_cleft	139	-1	1	-3.25
model_1_2	eval_cleft	139	1	-1	-4.75
model_1_2	eval_cleft	139	1	1	-0.25
model_1_2	eval_cleft	140	-1	-1	-6.4375
model_1_2	eval_cleft	140	-1	1	-3.25
model_1_2	eval_cleft	140	1	-1	-6.875
model_1_2	eval_cleft	140	1	1	-1.6875
model_1_2	eval_cleft	141	-1	-1	-6.75
model_1_2	eval_cleft	141	-1	1	-5.84375
model_1_2	eval_cleft	141	1	-1	-5.3125
model_1_2	eval_cleft	141	1	1	-0.75
model_1_2	eval_cleft	142	-1	-1	-6.75
model_1_2	eval_cleft	142	-1	1	-5.84375
model_1_2	eval_cleft	142	1	-1	-4.75
model_1_2	eval_cleft	142	1	1	-0.25
model_1_2	eval_cleft	143	-1	-1	-6.75
model_1_2	eval_cleft	143	-1	1	-5.84375
model_1_2	eval_cleft	143	1	-1	-6.875
model_1_2	eval_cleft	143	1	1	-1.6875
model_1_2	eval_cleft	144	-1	-1	2.4375
model_1_2	eval_cleft	144	-1	1	-5.3125
model_1_2	eval_cleft	144	1	-1	-1.5
model_1_2	eval_cleft	144	1	1	-0.25
model_1_2	eval_cleft	145	-1	-1	2.4375
model_1_2	eval_cleft	145	-1	1	-5.3125
model_1_2	eval_cleft	145	1	-1	-2.25
model_1_2	eval_cleft	145	1	1	0.0
model_1_2	eval_cleft	146	-1	-1	2.4375
model_1_2	eval_cleft	146	-1	1	-5.3125
model_1_2	eval_cleft	146	1	-1	-3.0
model_1_2	eval_cleft	146	1	1	-1.5
model_1_2	eval_cleft	147	-1	-1	-0.25
model_1_2	eval_cleft	147	-1	1	-2.03125
model_1_2	eval_cleft	147	1	-1	-1.5
model_1_2	eval_cleft	147	1	1	-0.25
model_1_2	eval_cleft	148	-1	-1	-0.25
model_1_2	eval_cleft	148	-1	1	-2.03125
model_1_2	eval_cleft	148	1	-1	-2.25
model_1_2	eval_cleft	148	1	1	0.0
model_1_2	eval_cleft	149	-1	-1	-0.25
model_1_2	eval_cleft	149	-1	1	-2.03125
model_1_2	eval_cleft	149	1	-1	-3.0
model_1_2	eval_cleft	149	1	1	-1.5
model_1_2	eval_cleft	150	-1	-1	-0.9375
model_1_2	eval_cleft	150	-1	1	-4.46875
model_1_2	eval_cleft	150	1	-1	-1.5
model_1_2	eval_cleft	150	1	1	-0.25
model_1_2	eval_cleft	151	-1	-1	-0.9375
model_1_2	eval_cleft	151	-1	1	-4.46875
model_1_2	eval_cleft	151	1	-1	-2.25
model_1_2	eval_cleft	151	1	1	0.0
model_1_2	eval_cleft	152	-1	-1	-0.9375
model_1_2	eval_cleft	152	-1	1	-4.46875
model_1_2	eval_cleft	152	1	-1	-3.0
model_1_2	eval_cleft	152	1	1	-1.5
model_1_2	eval_cleft	153	-1	-1	2.8125
model_1_2	eval_cleft	153	-1	1	-2.21875
model_1_2	eval_cleft	153	1	-1	2.25
model_1_2	eval_cleft	153	1	1	-1.625
model_1_2	eval_cleft	154	-1	-1	2.8125
model_1_2	eval_cleft	154	-1	1	-2.21875
model_1_2	eval_cleft	154	1	-1	2.875
model_1_2	eval_cleft	154	1	1	-0.5
model_1_2	eval_cleft	155	-1	-1	2.8125
model_1_2	eval_cleft	155	-1	1	-2.21875
model_1_2	eval_cleft	155	1	-1	-0.0625
model_1_2	eval_cleft	155	1	1	-2.6875
model_1_2	eval_cleft	156	-1	-1	4.0
model_1_2	eval_cleft	156	-1	1	-0.09375
model_1_2	eval_cleft	156	1	-1	2.25
model_1_2	eval_cleft	156	1	1	-1.625
model_1_2	eval_cleft	157	-1	-1	4.0
model_1_2	eval_cleft	157	-1	1	-0.09375
model_1_2	eval_cleft	157	1	-1	2.875
model_1_2	eval_cleft	157	1	1	-0.5
model_1_2	eval_cleft	158	-1	-1	4.0
model_1_2	eval_cleft	158	-1	1	-0.09375
model_1_2	eval_cleft	158	1	-1	-0.0625
model_1_2	eval_cleft	158	1	1	-2.6875
model_1_2	eval_cleft	159	-1	-1	2.125
model_1_2	eval_cleft	159	-1	1	-4.6875
model_1_2	eval_cleft	159	1	-1	2.25
model_1_2	eval_cleft	159	1	1	-1.625
model_1_2	eval_cleft	160	-1	-1	2.125
model_1_2	eval_cleft	160	-1	1	-4.6875
model_1_2	eval_cleft	160	1	-1	2.875
model_1_2	eval_cleft	160	1	1	-0.5
model_1_2	eval_cleft	161	-1	-1	2.125
model_1_2	eval_cleft	161	-1	1	-4.6875
model_1_2	eval_cleft	161	1	-1	-0.0625
model_1_2	eval_cleft	161	1	1	-2.6875
model_1_2	eval_cleft	162	-1	-1	-2.34375
model_1_2	eval_cleft	162	-1	1	-4.21875
model_1_2	eval_cleft	162	1	-1	-6.90625
model_1_2	eval_cleft	162	1	1	-2.5
model_1_2	eval_cleft	163	-1	-1	-2.34375
model_1_2	eval_cleft	163	-1	1	-4.21875
